207.839	207.839	208.047	208.047	208.047	207.252	207.252	204.393	204.393	198.002	198.002	198.002	201.716	201.716	201.716	201.716	201.716	201.716	207.718	207.718	207.817	207.817	207.817
206.7	207.005	207.005	207.005	207.399	213.026	213.026	213.026	216.31	216.31	216.31	209.008	209.008	207.311	207.311	208.669	208.669	208.669	208.746	207.998	207.998	207.998	207.854
208.585	208.585	208.585	208.263	208.263	231.508	231.508	231.508	234.526	234.526	234.526	213.08	213.08	208.706	208.706	209.109	211.779	211.779	211.779	213.621	213.621	208.141	208.141
207.028	207.028	207.028	207.312	207.312	207.358	207.358	207.358	206.115	206.115	206.115	204.451	204.451	205.647	205.647	206.797	206.797	207.625	207.625	207.732	207.732	207.732	207.732
207.249	207.249	207.309	207.309	207.307	207.307	211.342	211.342	214.2	214.2	214.2	208.694	208.694	207.289	207.289	207.289	207.603	207.603	207.603	207.894	207.894	207.982	207.982
207.293	207.245	207.245	207.245	207.741	207.741	208.604	208.604	208.604	208.604	188.033	188.033	189.622	195.92	195.92	195.92	201.561	201.561	201.561	201.561	201.998	202.178	202.178
203.806	203.806	203.806	203.806	203.806	204.116	204.116	204.116	204.116	204.116	204.116	204.116	203.688	203.688	203.573	203.573	203.573	203.573	203.92	203.92	203.92	203.92	203.8
203.926	203.926	203.926	203.974	203.974	206.927	206.927	218.825	218.825	218.825	209.865	204.12	204.12	204.12	203.875	203.875	205.38	205.38	205.912	205.912	205.912	204.569	204.569
203.76	203.76	203.516	203.516	203.276	203.276	203.276	203.276	203.276	204.212	204.212	203.856	203.856	203.856	203.864	203.864	203.864	203.864	203.864	203.864	203.983	203.983	203.977
203.728	203.728	203.73	203.73	203.953	203.953	203.953	208.478	208.478	204.949	204.949	203.64	203.64	203.416	203.416	203.909	204.445	204.445	204.445	204.445	203.77	203.77	203.77
203.883	203.883	203.813	203.813	203.853	203.853	203.853	203.853	209.241	206.644	206.644	206.644	203.796	203.796	203.796	204.551	204.551	205.087	204.447	204.447	204.447	204.447	204.447
203.199	203.199	203.199	203.199	203.199	203.199	203.199	203.199	203.199	196.017	196.017	196.017	196.017	196.017	201.153	203.733	203.733	203.733	204.226	204.226	203.77	203.77	203.019

137.522	137.522	137.522	137.522	137.706	137.706	137.706	138.026	138.026	138.026	138.026	138.026	138.026	129.556	129.556	129.556	129.556	129.556	136.928	136.928	137.964	137.964	137.964
137.701	137.701	137.701	137.754	137.754	137.754	137.754	137.754	137.985	137.569	137.569	137.569	137.569	137.569	78.7222	78.7222	79.6612	79.6612	79.6612	88.2116	87.8489	87.8489	83.2533
42.7606	42.7606	42.7606	54.7832	54.7832	67.9193	71.951	71.951	71.951	68.2199	68.2199	75.5363	75.5363	81.5273	81.5273	81.5273	87.5612	87.5612	86.0777	86.0777	86.6953	86.6953	86.6953
86.7376	86.7376	86.7376	86.7376	86.721	86.721	86.721	86.721	87.4943	87.4943	87.4943	85.9125	85.9125	85.9125	85.9125	85.9125	85.9125	86.7283	86.7283	86.7283	86.7283	86.6539	86.6539
86.6019	86.6102	86.6102	86.6358	86.6358	86.7305	86.7305	86.6722	86.6722	86.9025	86.9025	83.01	83.01	83.01	80.0282	80.0282	80.0282	86.04	86.04	87.1413	87.1413	86.943	86.943
88.0232	87.8051	87.8051	87.8051	87.8051	87.8051	87.4038	87.4038	87.2722	87.2722	87.2722	81.8564	81.8564	81.8564	81.8564	81.8564	81.8564	87.5427	87.5427	87.3431	87.3431	87.3431	87.3431
87.5271	87.6196	87.6196	87.4964	87.4964	87.5547	87.5547	87.5547	87.7341	87.7341	87.7341	87.7341	87.7341	87.7341	78.3189	78.3189	85.4578	85.4578	87.8027	87.8027	87.8027	88.5391	88.5391
87.6558	87.6558	87.6558	87.7022	87.7022	87.5265	87.5265	87.4116	87.4116	87.4116	87.4116	81.0132	81.0132	81.3843	81.3843	81.3843	85.8781	85.8781	85.8781	87.4635	87.4635	87.9032	87.9032
87.6856	87.6856	87.8301	87.8301	87.8301	87.8301	87.8301	87.8301	87.8256	87.7893	87.7893	87.7893	87.7893	75.5044	75.5044	75.5044	75.5044	75.5044	75.5044	87.0736	87.0736	87.0736	87.0736
88.4089	88.4089	88.4089	88.3666	88.3666	88.3666	88.3666	88.3666	88.008	88.008	84.2645	84.2645	84.2645	84.2645	84.2645	62.5889	62.5889	69.0242	69.0242	69.0242	69.0242	69.0242	69.0242
84.2051	84.3233	84.3233	84.3233	84.3499	84.3499	84.2868	84.2868	84.3017	84.3017	82.3205	82.3205	75.9093	75.9093	80.9609	80.9609	80.9609	84.3927	84.3927	84.3927	83.5699	83.5699	83.5699
83.3902	83.3902	83.4495	83.4495	83.2868	83.2868	83.2868	83.0617	83.0617	83.2604	83.2604	81.0119	81.0119	81.0119	81.0119	82.5434	82.5434	83.6466	83.6466	83.6466	83.1358	83.1358	83.1358
82.6527	82.6584	82.6584	82.6222	82.6222	82.6222	82.6222	82.6222	82.8943	82.8943	82.8943	82.8943	82.8943	69.8378	69.8378	69.8378	69.8378	69.8378	81.8709	81.8709	81.8709	82.6688	82.6688

4.16279	4.28518	4.28518	4.28518	4.28518	4.28518	4.46252	4.46252	4.46252	4.46252	6.72578	6.72578	12.0837	12.0837	12.0837	12.0837	12.0837	4.56698	4.56698	4.55285	4.55285	4.55285	4.85271	4.85271
5.53197	5.2862	5.2862	5.14851	5.14851	5.14851	4.8179	4.8179	4.8179	4.35996	6.09965	6.09965	28.1992	28.1992	28.1992	28.1992	21.8247	21.8247	21.8247	8.40613	6.68788	6.68788	6.68788	6.32852
4.82856	4.82856	4.6786	4.6786	4.71563	4.71563	4.71563	4.79244	4.79244	5.1472	5.1472	5.1472	7.83653	7.83653	7.83653	6.70787	6.70787	5.792	5.792	5.34301	5.34301	5.76397	5.76397	5.78824
6.3198	6.623	6.623	6.77126	6.77126	6.94381	6.94381	6.78428	6.78428	6.78428	6.47168	15.8069	15.8069	14.3716	14.3716	14.3716	8.66234	8.66234	8.66234	5.6521	5.95055	5.95055	6.63773	6.63773
4.5039	4.5039	4.5039	4.30137	4.30137	4.34364	4.34364	4.34237	4.34237	4.34237	7.12521	7.12521	7.12521	8.90814	8.90814	4.93362	4.93362	4.93362	3.86643	3.86643	4.58086	4.58086	4.90123	4.90123
4.95176	4.95176	5.1433	5.1433	4.9007	4.9007	4.9007	4.9007	5.38707	5.38707	5.70912	5.70912	5.70912	16.4611	16.4611	16.4611	11.629	5.81381	5.81381	5.81381	5.20591	5.20591	6.46671	6.46671
3.68966	3.83402	4.19942	4.19942	4.31353	4.31353	3.84425	3.84425	3.84425	3.84425	3.84425	8.58412	8.58412	8.58412	8.58412	359.84	352.161	352.161	352.161	352.313	352.313	357.587	357.587	2.84472
5.89459	5.89459	5.89459	5.3916	5.3916	5.17667	5.17667	5.17667	5.17667	5.17667	5.17667	16.8612	16.8612	29.9775	29.9775	22.1146	22.1146	22.1146	11.7514	11.7514	8.37155	8.37155	8.37155	8.37155
4.8064	4.8064	4.95192	4.99678	4.99678	4.99678	5.16877	5.16877	5.30666	5.30666	7.32671	7.32671	26.5794	26.5794	26.5794	23.7688	23.7688	14.8481	14.8481	9.5891	9.5891	9.5891	7.31165	7.31165
6.43584	6.43584	6.43584	6.41903	6.41903	6.41903	6.41903	6.41903	6.41903	6.41903	6.6838	6.6838	6.6838	12.6781	12.6781	12.6781	12.6781	12.6781	12.6781	12.6781	7.60638	7.60638	7.60638	7.60638
9.20751	9.20751	9.20751	8.54659	8.54659	7.6098	7.6098	7.6098	6.34493	6.34493	6.34493	6.34493	10.2512	10.2512	6.59413	6.59413	6.59413	6.59413	6.59413	7.84298	7.84298	7.84298	9.22601	9.22601
7.11952	7.11952	7.28021	7.28021	7.28021	7.28021	7.89177	7.89177	7.89177	7.89177	7.89177	12.5831	12.5831	26.3322	26.3322	17.9322	17.9322	17.9322	17.9322	8.33456	8.33456	7.18795	7.18795	7.18795

250.706	250.706	250.632	250.632	250.557	250.557	250.557	250.956	250.956	251.399	251.399	251.399	251.399	250.924	250.924	250.563	250.563	249.663	249.663	249.415	249.415	249.828	249.828	249.828
250.662	250.662	250.61	250.61	250.543	250.543	250.543	258.618	258.618	258.618	265.251	265.251	261.143	261.143	255.333	255.333	255.333	255.333	251.054	251.054	251.076	251.076	250.955	250.955
251.324	251.302	251.302	251.312	251.312	251.312	252.227	252.227	252.227	264.88	264.88	265.915	265.915	259.063	259.063	259.063	254.49	251.985	251.985	251.555	251.555	251.161	251.161	251.161
314.14	314.14	314.14	314.347	314.347	314.347	314.347	314.347	309.768	309.768	309.768	311.993	311.993	313.77	313.77	313.77	312.912	312.912	312.27	312.27	311.939	311.939	312.015	312.015
313.586	313.586	313.586	313.586	315.618	315.618	316.059	320.719	320.719	320.719	320.719	321.448	317.32	317.32	314.045	314.045	314.045	312.422	312.422	312.22	312.22	311.83	311.83	311.959
313.161	313.161	313.367	313.367	310.534	310.534	299.263	299.263	299.263	306.893	306.893	313.627	313.627	313.627	313.055	313.055	310.305	310.305	310.305	309.629	309.629	311.385	311.385	311.385
313.329	313.329	313.188	313.188	313.188	313.188	313.188	313.188	305.871	305.871	305.871	305.871	305.871	305.871	305.871	313.516	313.516	313.516	313.516	311.997	311.997	311.997	311.997	312.208
313.381	313.381	313.381	313.161	313.161	313.161	313.161	313.161	295.346	304.73	304.73	304.73	304.73	314.376	314.376	313.458	313.458	313.458	311.248	310.287	310.287	311.313	311.313	311.313
313.404	313.349	313.349	313.448	313.448	313.448	312.47	312.47	308.133	308.133	308.133	312.899	312.899	314.307	314.307	314.253	314.253	313.217	313.217	313.217	312.403	312.403	312.392	312.392
313.445	313.445	313.502	313.502	313.502	313.502	311.803	311.803	311.803	312.992	312.992	312.992	312.992	312.992	312.992	314.327	314.327	314.327	313.538	313.538	313.038	313.038	313.038	313.038
313.021	313.021	313.286	313.286	313.461	313.461	314.454	314.454	314.454	312.716	312.716	312.716	313.091	314.129	314.129	314.143	314.143	314.143	313.426	313.426	312.591	312.591	312.591	312.281
